Text,Generic Class,Original class,Source,Dialect
@MMhedged ktir awiyeee 👏👏👏,non-offensive,None,(Raïdy and Harmanani 2023),LB
Bhebik ktir haifa @HaifaWehbe merci la2anik radayte 3laye bmout gike,non-offensive,Courtesy words,(Raïdy and Harmanani 2023),LB
@elma_ayoub habbet esmik,non-offensive,None,(Raïdy and Harmanani 2023),LB
Iniesta chou hal la3ibbb,non-offensive,None,(Raïdy and Harmanani 2023),LB
@MariaS_Official plzzzz follow ana lyom 3id miledi farhini bi follow minek plzzz ktir bhebek be3chaek,non-offensive,None,(Raïdy and Harmanani 2023),LB
@nadinezeidane @HalaElite1 hahahahahhaha lol tab tante hala ktir bhebba w mahdoumeh w aribeh lal aleb w tayoube w helweh w ana maghroum fiya,non-offensive,None,(Raïdy and Harmanani 2023),LB
@HalawaMark Mitl a ade bi Beirut....Kess umm Nasrallah!,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Tbh thawra fucked up my sleeping sched la daraje bs rgaat aal shghl aam nem 4am u3a 8am THIS SUCKS BS THAWRA IS SO WORTH IT,non-offensive,None,(Raïdy and Harmanani 2023),LB
La2annon shramit,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Hayde ktir kebrit l khasse b rasa. Bada tru2,non-offensive,None,(Raïdy and Harmanani 2023),LB
Hayda el shaher mballash 3a kheir  out of the 3g on the 4th day w ess,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Dear Nawal Jamelek 😂 Ou Kelle Khara 😂 I Love Bs Yeje Hada Etsala Fe Metel Hal Masater Le Metlek 🐑,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Kis ekht rashford shu hmar,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Shaklek 3awneye so kele khara 😂,offensive,Foul language,(Raïdy and Harmanani 2023),LB
kol khara @marwan habib,offensive,Foul language,(Raïdy and Harmanani 2023),LB
la2 abadan ma mbayan hek saraha! wala se3eta bede oul chu khas kes emo la gebran ysebou elo mich kis emmo,offensive,Foul language,(Raïdy and Harmanani 2023),LB
ayre fina,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@saadhariri b rabbak chu nater,non-offensive,None,(Raïdy and Harmanani 2023),LB
chou enkon wled chramit,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Leh balash y3ayyit hayda seddo I have a headache,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@Charbelonsky @lea_karam cheftaine skot,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ma badde ye23od hadde keslen bel jem3a ana cheghle w derse aktar menno! Unfair! chou elik ma3 ayro?,offensive,Foul language,(Raïdy and Harmanani 2023),LB
"Lama ""sabella "" chou emit aletlo ? Aletlo ""messi"" W ess ana mahala ""lavezzi"" njoum ldohor",non-offensive,None,(Raïdy and Harmanani 2023),LB
@paulzakher1 byen2ebro byetsala7o??? Wlak akhhhh 3a hal dawleh chou awiyehhh l3ama bi alba tekhoud arar tfout 3al moukhayamet t2im lsle777,non-offensive,None,(Raïdy and Harmanani 2023),LB
Haw li byotla3o convoiyet bi mounesabet eno rebhet brazil aw hayala balad ktir hebel !,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Khali yetraba hal kaleb,offensive,Foul language,(Raïdy and Harmanani 2023),LB
january bala akel khara khallesna menak ba2a,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Wdym i paid 8000 la ywasloule hawa chicken sandwich shawarma ad kess l 3a2erbe,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Jeyin kam chakhs 3am yetfalsafo El thawra hek w el thawra hek Ma shefna wejkun mberi7 wa2t keno 3am yefta7o el se7a ya ento yale ktir hamkun el thawra Ma tejo tetfalsafo 3alayna menel takhet w el sofa 3am yentek wejna kel yom 3am nenzal ntalib Ya nzalo ya ma tsam3una sawtkun,non-offensive,None,(Raïdy and Harmanani 2023),LB
Law bteklo khara kelun w ento tyr berd2ane tab3kun ma hamkun ela rijel siyeseh w bs ley ento mankun 3aychin bi lebnen w 3m nmout mn jou3 w zel w a7welna kela te3tir hamkun bs hayda za3im w hayda za3im khara ala hek cha3b hmar,offensive,Foul language,(Raïdy and Harmanani 2023),LB
tfeh chou ze3ran,non-offensive,None,(Raïdy and Harmanani 2023),LB
Cha3eb ghabe!!! Ba3ed ma 2refto!!! Ntoro 40 ans! Ma helo 1975 et 2014!! Cha3eb mastoul!!!,non-offensive,None,(Raïdy and Harmanani 2023),LB
@MelhemAntonio shu hal jahesh hayda :p,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Lek huwe w msakar l beib wasil shakhir baye la 3ande! Kif b saktu hayda bade nem w zaber!!,offensive,Foul language,(Raïdy and Harmanani 2023),LB
L hakam ktir khara,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@RamyAyach mou3een shreyf 2al 3annak ma8ror wlk hayda lezem ytom 7alo la sho 3eshto eza enta ma8ror aho 5alla lal ma8rorin yedrab,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Kel wahad mentek mech 3eyich in Lebanon ma yjarrib yeftah temmo against the revolution,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Gebran Bassil is secretly submissive as fuck likes to be cuffed and spanked and probably likes to be put on a leash. Nothing wrong with it but dominant 3la meeeeeen?????,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ja3ja3: ana shakhsiyyan badde edman l hamir lli leh2eenne ydallo ma3e so bye **ja3ja3 left this group** Gebran bassil: kess emmo Nabih berre: bsaraha randa akalt kteer msabbet bas kharja hamete Kes emma hiyye kamen Michel Aoun: **last seen 12-1-1800**,non-offensive,None,(Raïdy and Harmanani 2023),LB
@hassanNoureldin i @ELTABBARA. 2telo 7alkon liverpool!,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kol khara :p,offensive,Foul language,(Raïdy and Harmanani 2023),LB
WEHYET SHU HAYDA BAZE2 ENTA,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir m2ayra kif bi kun l person awal ma tet3arafo w kif bi sir ekhir shi 2 different people.,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Man shu wad3a kif ya3ne badda tjibna l jem3a ba3d stage ta ta3tina cours w ne7na b koun mentek wejjna esh ba3mellik iza 7adertik ma jite mn safrtik l sharmouta la october 20 nteke mn wejje ayre fike,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@dileysbieber same helo 3ane ma bade adim ntehro nteko idk idc,non-offensive,None,(Raïdy and Harmanani 2023),LB
ye3ne ane hayda li ken na2isne SCHOOL ON SATURDAY  taao rkabo aa dahrna fared marra,offensive,Foul language,(Raïdy and Harmanani 2023),LB
ktir 3abele de2o atle,non-offensive,None,(Raïdy and Harmanani 2023),LB
Quality el sout wel soura 3a Kuwait tv ahla bi 10000 marra min rotana el zeft,non-offensive,None,(Raïdy and Harmanani 2023),LB
Elissa style ya3ni howy w 3m yghanni hayda Hamed? Ya 7aram 3anjad!!!! #AllahYeshfi #Hayda7aki #AllahYeshfi #Hayda7aki,non-offensive,None,(Raïdy and Harmanani 2023),LB
FOul w avantage sawa .. ykb 7alo l 7km W blaha hzzet l bdn mnstna mobarat liverpool,non-offensive,None,(Raïdy and Harmanani 2023),LB
@AliiMezher 100% tfeh shou hayda.. Ana sme3et aghaniya 3l radio medre kif sayra hiye w aghaniya,non-offensive,None,(Raïdy and Harmanani 2023),LB
@miro_nk bons chefte hayda li esmo mechkle chu bala a5le2 chu keteb,non-offensive,None,(Raïdy and Harmanani 2023),LB
@abiad98 lak w3aaaaa ya mastoul ya majdoubbbb 3ama chou ma elak 3aazzzzz,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@lordmarocain1 toooooooooooooooz lech maraja3tou ibtisem walla lkhoff 2atalkom men ra3d w l3asifa cest plus fort 3likom,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Hayda yalle bi2ellak : 2u3a tet2a5ar mabadde 2ontrak wala d2i2a Betru7 w btontro se3ten 2aniak 3alam,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Hayda haki last year kn tues b wa2t hki jeles &amp; this season monday w b wa2et hki jeles... Eno sodfe aw nkeye? @RamiZeineddine @joemaalouftv,non-offensive,None,(Raïdy and Harmanani 2023),LB
@ChaficAtallah @MelodieTamer ~~`●♡•♤•kol khara`♢~♢~¡♢•,offensive,Foul language,(Raïdy and Harmanani 2023),LB
FINA BALA AKEL KHARA W ME7EN MADAME,offensive,Foul language,(Raïdy and Harmanani 2023),LB
"@mariagilmour6: “@hanadymatta: @mariagilmour6: Ktir l 3alam weskha tbfh"" leh angry ?” Leh 3am tethachare?"" Am bes2al",non-offensive,None,(Raïdy and Harmanani 2023),LB
@MelhemAntonio enta.. Ktir bekrahak-.-,non-offensive,None,(Raïdy and Harmanani 2023),LB
@SaraHourany chou hal chleke ma32oul !? Min ha?,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@RitaRawda I don't like it ktir araf😂,non-offensive,None,(Raïdy and Harmanani 2023),LB
Fi benet hatta status bezzeh wawa enno chou mafroud ella ? Salemet bezzik?,non-offensive,None,(Raïdy and Harmanani 2023),LB
Hayda lbomii le 3am ye3ale2 law ye5ras shwe -_-,non-offensive,None,(Raïdy and Harmanani 2023),LB
@PerlaBouFrancis chou ya helwehhh,non-offensive,Courtesy words,(Raïdy and Harmanani 2023),LB
@Lamsat_Alm da3wet chou,non-offensive,None,(Raïdy and Harmanani 2023),LB
@BakrRifai hayde azde lamma 7attet l soura bro :p,non-offensive,None,(Raïdy and Harmanani 2023),LB
@TGeagea WTF?!? Ktir hek w err,offensive,Foul language,(Raïdy and Harmanani 2023),LB
5 chi ye2ebro joumhour lhekmeh ykhafefouleh manyakeh chwey la anno ekleh tekelkoun chou betjarso lezim yle2o halleh team amicale lhekmeh,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kl yom bytl3le hayda lli jbt ra2mik mn number book lli bys2al ma bi di333 bde et3araf ! WEHYT ALLAH KBARO MA BADE ET3ARAF 3A HADAN,non-offensive,None,(Raïdy and Harmanani 2023),LB
@mb561997 _|_ bi kessa la emak ? Ma fhemet chou ya3ne ? _|_ ?,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Chou hal charmouta ivanovic,offensive,Foul language,(Raïdy and Harmanani 2023),LB
*Barbie wants to be me* ?? oume kess e5tik chou mou3aka,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Mariam nour ktir hablaa ntehre teta,non-offensive,None,(Raïdy and Harmanani 2023),LB
Eno shou nkeye l ossa? L3ama ktir hal2ad,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir me7en hek. #habal #habal,non-offensive,None,(Raïdy and Harmanani 2023),LB
Enta ktir ahbal  tayyeb,offensive,Foul language,(Raïdy and Harmanani 2023),LB
#LebaneseSayingsThatMakeNoSense la ejrak chou bye7ko! Bs eza fata7o temmouneh se3eta dbok bi ni3oun #LebaneseSayingsThatMakeNoSense,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Bye3jboune hol bihoto soura 3l wts app.. Off aw offline aw studying w medre shu khaye bravo 3layn bs nayke eno bikouno on @EnnoWerr,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@josephakoury23 ayre fik chou hal ahbal chou khass,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Kiss emmik chou ahbe!,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Hayda lhayawen li darabo la nymar ----&gt; @camilozuniga18,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ano bekhsus akel el khara lal officials?:),offensive,Foul language,(Raïdy and Harmanani 2023),LB
@SalahItani18 @Yahellarock shu 7mar hayda 7eshre bado yba3bis b ema la tefta7,offensive,Foul language,(Raïdy and Harmanani 2023),LB
The deal was eno mnedfa3lak bta3tina internet mish mnedfa3lak w bto2ta3elna yeha ya tize !,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@Michel961 bas ana tize a2wa men bouzak,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Enno w eza sekin bi badaro lol jarna 3arid che2to lal ajar bi 2000 $3am yehlam hayda akidddddd arit tafyehhhh min ha yesta2jir beit bi 2000,non-offensive,None,(Raïdy and Harmanani 2023),LB
@BHazimeh bro enta ntek bta3tef shu ya3ne deflection? Hayda tap in w ur second ken tap in rooh fel,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@keyrouzyoussef HAHAHAHA chou err aslan ma bkasir chi balek,offensive,Foul language,(Raïdy and Harmanani 2023),LB
ana nezle neek e5t el dene le2an ballashna nde2 bel mu9addaset xx,offensive,Foul language,(Raïdy and Harmanani 2023),LB
law bt5ffe flsaftek w bt3rfeee aslan aan shu l mawdu3 laeno bsheik tkuneee lbneneye aw bshek aslan tkuneee btfhameeee bs ha ekhdek ad 3a2lek w hl2d btfhameeeee,non-offensive,None,(Raïdy and Harmanani 2023),LB
Tab shou ra2yak tekol khara???,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Ok kelle khara again 😂,offensive,Foul language,(Raïdy and Harmanani 2023),LB
2inte we7de tejra w kezebe !inte be3te thawra!,non-offensive,None,(Raïdy and Harmanani 2023),LB
Lak kiss e5t liverpool chou mhebil....,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Kess em liverpool,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Shu hal sermeye 😜,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Hayda mano solta hayda wahad er,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@issamohamad97 kes emo chou hmar ha hayawen l kalb,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Now Di Maria said that he didn t go to manchester for the money ! Chou mn ello ???? Kol 5ara ya kezzeb !,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Ente ktir hmara #MissLebanon #MissLebanon,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Chou awal mara hada byekhod selfie a girl to the waiter...lak oume kesssss,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Ma az3ja ano tkon ma5las la wa7ad wo hayda lsh5as ma3k bal waj mray wo bal 2fa sarmay,offensive,Foul language,(Raïdy and Harmanani 2023),LB
57.7 K .. kess e5tik chou btehke,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Law byentek byeskout hayda chou bi koun ahsan....,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@SandySaeed huwi hayda l nhar l waheed li lezem yekhraso fi..bl 3akes henni meshyeen,non-offensive,None,(Raïdy and Harmanani 2023),LB
@AlexandrSadek byswa zabre hayda !!,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@GODjr_beirut @hewwcaptin Beste7e wa7ad metlak min jinse ayre beh habalak shu bala akhla2,offensive,Foul language,(Raïdy and Harmanani 2023),LB
lk ma ejre bl dars,offensive,Foul language,(Raïdy and Harmanani 2023),LB
KESS EKHTO HAL FARROJ EZA AAREF YUSAL !,offensive,Foul language,(Raïdy and Harmanani 2023),LB
W EZA RABET CHA3RO W HATET HAL2A W 3AM B DE2 GUITAR YA AYRE,non-offensive,None,(Raïdy and Harmanani 2023),LB
kezebbbb,non-offensive,None,(Raïdy and Harmanani 2023),LB
Khallas wont study tarbia helo 3ane,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ma bsade2 chou hmar,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@7kiJelis @lebnenonline sorry kamen hayda ma elo din tfeh 3ala hek wezara,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Dhachouwon b tizkon lal chupa chupss jelly ento w hal de3aye,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Lech hal bajam 3am byesma3o aghene papa noel. 🔪,offensive,Foul language,(Raïdy and Harmanani 2023),LB
La yalli 3am yetfalsaf nehna mish ma3 brazil bs kermel neymar habibete neymar mish bs helo neymar helo w awe w kel el 3elam ma3o so shut up,non-offensive,None,(Raïdy and Harmanani 2023),LB
@JosephAbdallah8 chou hal habel hayda man :p ma32oul,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Lk bet oulilo hi byekteblik ma2ta3 akhou chahta eno w er chou btehkeh,offensive,Foul language,(Raïdy and Harmanani 2023),LB
lak chu hal 3a2liyet l er li 3laykon :),offensive,Foul language,(Raïdy and Harmanani 2023),LB
@MCFC ma fhemet ento chou khaskon ?,non-offensive,None,(Raïdy and Harmanani 2023),LB
@JosephChehade wl adrab the camera man 3ama chou 7mar,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@Malychef yaa allaa ktiiir meze3jinn,non-offensive,None,(Raïdy and Harmanani 2023),LB
@samirsleem yaaa chou mastoul kel sene bechtre birk w reebok rou7 ya ayreb,offensive,Foul language,(Raïdy and Harmanani 2023),LB
Er be qatar chou nossabin,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@jeanmawad95: Ayre be gebran bassil @IyadKobeissihahahahaha,offensive,Foul language,(Raïdy and Harmanani 2023),LB
#BRAvsNEDhhhhhhhhhh chou ma32oule bahdale tenye ???? #BRAvsNEDhhhhhhhhhh,non-offensive,None,(Raïdy and Harmanani 2023),LB
@RitaNakhoul1 w er hala2 kenet 3endik,non-offensive,None,(Raïdy and Harmanani 2023),LB
Dude aratet de7ek wa2ta fetet 3layyon like uhm the fuck?,non-offensive,None,(Raïdy and Harmanani 2023),LB
Wlak yo2borne allaaaaa #MBCTheVoice #فريق_عاصي #MBCTheVoice,non-offensive,None,(Raïdy and Harmanani 2023),LB
#LeaMAkhoul lea makhoul min mabihebik min yekhrb bayton chou mjenin #LeaMAkhoul,non-offensive,None,(Raïdy and Harmanani 2023),LB
HA ! Tiz baydte rebhet,non-offensive,None,(Raïdy and Harmanani 2023),LB
@sallyhijazi chou houwehhhh li ken la7 yejehhh haahahha :p,non-offensive,None,(Raïdy and Harmanani 2023),LB
ismail ahmad kess e5to chou awe,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@samirsleem hahahahahah broo kes ekhta scenario jehiz khaalis chou badak a7la men hek?,offensive,Foul language,(Raïdy and Harmanani 2023),LB
W eerr shou helo hal matchh😍😍😍😍,offensive,Foul language,(Raïdy and Harmanani 2023),LB
@ayoubiemma looooool ktir helo bas enteh ahlaaa yo2broneh modelik chou helweh,non-offensive,None,(Raïdy and Harmanani 2023),LB
Ktir abdak jadd Mr. Yapooshi.. sorry elet kharouf ken azde 🐶🐶🐶 yapooooshi,non-offensive,None,(Raïdy and Harmanani 2023),LB
Enta ma chefto kif nbala3 bas chef l nes 3am bet res 3lei. He was like « elta 3an soukhriye hehe » mmm no you didn’t,non-offensive,None,(Raïdy and Harmanani 2023),LB
Kif ya3ne legging nike flash ha2o 300 000 ? Byeje ma3o assurance aw kif,non-offensive,None,(Raïdy and Harmanani 2023),LB
@samirsleem tb khalas chou bek mwa7amm,non-offensive,None,(Raïdy and Harmanani 2023),LB
Sry hayda batal mal3ab football sar tawari2 bi chi mestachfa,non-offensive,None,(Raïdy and Harmanani 2023),LB
W ana bheb l byaato. Hihihi. Ok la2 ktir beykha hal de3aye.,non-offensive,None,(Raïdy and Harmanani 2023),LB
@SallyDirani HAYDA MN EL TEXTINGGG!!!!! Shili la hal akhou shawarma mn idik,non-offensive,None,(Raïdy and Harmanani 2023),LB
@LucineSleiman mech kell chi mne7ki 3al whatsapp tenchri 3al twitter chou osstik ente?! :p je blague,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Ya alla rehet 3ala Iris bas nsit sawer el fetoura la farjikon ade ghale,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Btokhlas batyariyet l cellular w bokhlas ana w b kun ba3edne bel 3aj2a,non-offensive,None,(Raïdy and Harmanani 2023),LB
@_Nikkiie_ @jadbadine toz,non-offensive,None,(Raïdy and Harmanani 2023),LB
@StaracArabia hhhhhh lech ghada 3anda fans hatta tetlob lteswit la mina hhhhhhh wallah ljazayriyin henee li sawtoulha,non-offensive,None,(Raïdy and Harmanani 2023),LB
"Takla ktir m-""takla"" hala",non-offensive,None,(Raïdy and Harmanani 2023),LB
Chou sa2ile koun zeh2en ladaraje e23oud e7dar aflem masriye... Ouff 3anjad,non-offensive,None,(Raïdy and Harmanani 2023),LB
"Teacher: *laughs at my jokes* ""Inte ktir mahdoume w nahfe bas ma kharej tkoune telmize"" ...",non-offensive,None,(Raïdy and Harmanani 2023),LB
Lezem 3al akhbar yhotoulna l ta2es bel jem3a la2an mech mazbouta hal2ad l sa23a hon #ndu #ndu,non-offensive,None,(Raïdy and Harmanani 2023),LB
Hayda el zalame 3al tv ra7 yrou7 sawto abel ma yekhlas el khitab.,non-offensive,None,(Raïdy and Harmanani 2023),LB
3ala dal3ona w 3ala dal3ona kan na2sna bhal balad virus coronaaaa chou badna nehki la min mnechki lsiyasi henni akbarr virusaaaaaa,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
50 shades of cernes tahet 3youne,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
tab la nhar 😢,non-offensive,None,(Raïdy and Harmanani 2023),LB
Son: Pap..leh hayda ma3ando numra Father: la2ano ma 3ana dawle #CarsInLeB #CarsInLeB,non-offensive,None,(Raïdy and Harmanani 2023),LB
Omw work l..ta2es ktir 7elo bel farshe:(,non-offensive,None,(Raïdy and Harmanani 2023),LB
*doesn't use phone for a week* *open what's app* Expectation : 100 messages el kel 3am yetaman 3laye Reality : 1 message lek Chou 3ena drous,non-offensive,Joke,(Raïdy and Harmanani 2023),LB
Eno le wazir al 3amal mabya3mil metel wazir al tarbeye !!?? Badna n3atil na7na kamen :( #storm #beirut #storm #beirut,non-offensive,None,(Raïdy and Harmanani 2023),LB
